Date,NVII_Close,NVII_Volume,NVII_Dividends,NVII_Daily_Return,NVII_Cumulative_Return,NVDA_Close,NVDA_Volume,NVDA_Dividends,NVDA_Daily_Return,NVDA_Cumulative_Return,NVII_vs_NVDA_Excess_Return
2025-05-28 00:00:00-04:00,23.32464027404785,26700,0.0,,,134.80064392089844,304021100,0.0,-0.00509217230543435,9.333958991235578,
2025-05-29 00:00:00-04:00,24.193010330200195,30000,0.0,0.03722972984576045,0.03722972984576045,139.1803436279297,369241900,0.0,0.03249019870855574,9.669711372306889,0.004739531137204711
2025-05-30 00:00:00-04:00,23.52446174621582,35800,0.0,-0.027633956041833496,0.008566969085919807,135.12062072753906,333170900,0.0,-0.02916879492152613,9.358488749416194,0.0015348388796926349
2025-06-02 00:00:00-04:00,23.966114044189453,22400,0.0,0.018774172295129343,0.027501979134715304,137.37046813964844,197663100,0.0,0.016650659240576182,9.530964415830066,0.002123513054553161
2025-06-03 00:00:00-04:00,24.608524322509766,23900,0.0,0.026804941223922185,0.05504410929288506,141.21018981933594,225578800,0.0,0.027951580362848505,9.825321513997439,-0.0011466391389263197
2025-06-04 00:00:00-04:00,24.71030044555664,19500,0.0,0.004135807645880618,0.05940756878683984,141.91014099121094,167120800,0.0,0.004956803561913636,9.878980506236882,-0.0008209959160330182
2025-06-05 00:00:00-04:00,24.470335006713867,24700,0.0,-0.009711150189026685,0.049119502774959134,139.98028564453125,231397900,0.0,-0.013599136278775292,9.731035767758426,0.0038879860897486074
2025-06-06 00:00:00-04:00,24.831684112548828,15200,0.0,0.01476682300163934,0.0646116647800048,141.7101593017578,153986200,0.0,0.01235798062035287,9.863649699812699,0.002408842381286469
2025-06-09 00:00:00-04:00,25.00629425048828,32600,0.0,0.007031747711836234,0.07209774541781577,142.62010192871094,185114500,0.0,0.006421153087659004,9.933406857625897,0.0006105946241772298
2025-06-10 00:00:00-04:00,25.188297271728516,21800,0.264,0.01783563037260221,0.09121928452838812,143.95001220703125,155881900,0.0,0.009324844536887644,10.0353591768318,0.008510785835714567
2025-06-11 00:00:00-04:00,25.150577545166016,29400,0.0,-0.0014975099807496006,0.08958517275862032,142.8300018310547,167694000,0.01,-0.0077110821941448115,9.950264615177339,0.006213572213395211
2025-06-12 00:00:00-04:00,25.523073196411133,20800,0.0,0.014810620176661127,0.10572260490246999,145.0,162365000,0.0,0.01519287363387467,10.116630601733217,-0.00038225345721354387
2025-06-13 00:00:00-04:00,24.961029052734375,35900,0.0,-0.02202102150284113,0.0813734636437351,141.97000122070312,180820600,0.0,-0.02089654330549573,9.8843314489529,-0.0011244781973454021
2025-06-16 00:00:00-04:00,25.612659454345703,30100,0.0,0.026105910947607613,0.1096037029867245,144.69000244140625,183133700,0.0,0.019158985682296903,10.092864199344762,0.0069469252653107105
2025-06-17 00:00:00-04:00,25.475387573242188,27800,0.105,-0.0012599972744353326,0.1082056053452578,144.1199951171875,139108000,0.0,-0.003939507323248437,10.049163779595643,0.002679510048813104
2025-06-18 00:00:00-04:00,25.69691276550293,22600,0.0,0.008695655429141302,0.11784217943398323,145.47999572753906,161494100,0.0,0.009436585181991752,10.153430154791575,-0.0007409297528504499
2025-06-20 00:00:00-04:00,25.409122467041016,19900,0.0,-0.011199411426895622,0.10532300495616442,143.85000610351562,242956200,0.0,-0.011204218256069765,10.028464689033461,4.806829174142102e-06
2025-06-23 00:00:00-04:00,25.53219223022461,22900,0.0,0.004843526703577794,0.11067666644674845,144.1699981689453,154308900,0.0,0.0022244841977929752,10.052997334460134,0.002619042505784819
2025-06-24 00:00:00-04:00,26.15409278869629,15900,0.202,0.03226908802199753,0.14651718956029747,147.89999389648438,187566100,0.0,0.02587220486170838,10.338962745833204,0.006396883160289149
2025-06-25 00:00:00-04:00,27.00299835205078,19900,0.0,0.03245784781039651,0.18373067001104904,154.30999755859375,269146500,0.0,0.04334012120781927,10.830394765608562,-0.01088227339742276
2025-06-26 00:00:00-04:00,27.128908157348633,38300,0.0,0.0046628083169248935,0.18925017922417564,155.02000427246094,198145700,0.0,0.00460117118203951,10.88482843707623,6.163713488538392e-05
2025-06-27 00:00:00-04:00,27.470378875732422,24900,0.0,0.012586968719981106,0.20421923403030218,157.75,263234500,0.0,0.01761060284026872,11.094127430506312,-0.005023634120287612
2025-06-30 00:00:00-04:00,27.556222915649414,32800,0.0,0.0031249674533184724,0.20798237994330693,157.99000549316406,194580300,0.0,0.0015214294336867162,11.112527791953841,0.0016035380196317561
2025-07-01 00:00:00-04:00,26.60296630859375,27700,0.156,-0.028931998753823955,0.17303303523214586,153.3000030517578,213143600,0.0,-0.029685437548827576,10.752962104627358,0.0007534387950036206
2025-07-02 00:00:00-04:00,27.424835205078125,15200,0.0,0.03089388179313235,0.2092725791620471,157.25,171224100,0.0,0.025766450551919284,11.05579422153482,0.005127431241213065
2025-07-03 00:00:00-04:00,27.849681854248047,13200,0.0,0.01549131092285494,0.22800579667632914,159.33999633789062,143716100,0.0,0.013290914708366408,11.216026754274855,0.0022003962144885314
2025-07-07 00:00:00-04:00,27.705827713012695,28500,0.0,-0.005165378261346554,0.2216626822293697,158.24000549316406,140139000,0.0,-0.006903419543163314,11.131694396439588,0.00173804128181676
2025-07-08 00:00:00-04:00,28.057024002075195,21300,0.174,0.018956166713468336,0.24482072370133245,160.0,138133000,0.0,0.011122310703610028,11.266626870878033,0.007833856009858309
2025-07-09 00:00:00-04:00,28.63591766357422,29100,0.0,0.02063275354706917,0.27050480290374623,162.8800048828125,183656400,0.0,0.018000030517578036,11.487426528901581,0.0026327230294911352
2025-07-10 00:00:00-04:00,28.809589385986328,33800,0.0,0.006064821265812759,0.27821018745071413,164.10000610351562,167704100,0.0,0.007490184087241891,11.580959652378962,-0.0014253628214291325
2025-07-11 00:00:00-04:00,28.954309463500977,23000,0.0,0.005023330099423129,0.28463105915872466,164.9199981689453,193633300,0.0,0.004996904539494196,11.643825506777127,2.642555992893314e-05
2025-07-14 00:00:00-04:00,28.838529586791992,42200,0.0,-0.0039987096516646,0.2794941925436385,164.07000732421875,136975800,0.0,-0.005153958611228138,11.578659753427607,0.0011552489595635373
2025-07-15 00:00:00-04:00,29.928606033325195,37500,0.154,0.04313938554977462,0.3346907858244761,170.6999969482422,230627400,0.0,0.04040951623121414,12.08695730890066,0.0027298693185604794
2025-07-16 00:00:00-04:00,30.064382553100586,19100,0.0,0.004536680379440439,0.340745851325146,171.3699951171875,158831500,0.0,0.003925003989006859,12.138323668542057,0.0006116763904335798
2025-07-17 00:00:00-04:00,30.38442039489746,15900,0.0,0.010645082806261419,0.3550182019346537,173.0,160841100,0.0,0.009511611888054494,12.26329030413687,0.0011334709182069247
2025-07-18 00:00:00-04:00,30.355327606201172,17100,0.0,-0.0009574903295234138,0.35372078510997307,172.41000366210938,146456400,0.0,-0.003410383456015187,12.218057398311315,0.002452893126491773
2025-07-21 00:00:00-04:00,30.287439346313477,71700,0.0,-0.002236452881300033,0.3506932523596382,171.3800048828125,123126100,0.0,-0.005974124223762978,12.139091081416973,0.003737671342462945
2025-07-22 00:00:00-04:00,29.365610122680664,37000,0.247,-0.022280827900855636,0.32059868845696626,167.02999877929688,193114300,0.0,-0.025382226511722283,11.805591695430298,0.003101398610866647
2025-07-23 00:00:00-04:00,30.14764976501465,18400,0.0,0.02663113890931812,0.3557677355727271,170.77999877929688,154082200,0.0,0.022451056860480545,12.093090762716502,0.0041800820488375745
2025-07-24 00:00:00-04:00,30.79283332824707,63800,0.0,0.02140079138046569,0.38478223804208533,173.74000549316406,128984600,0.0,0.01733227974601692,12.320023874555893,0.004068511634448768
2025-07-25 00:00:00-04:00,30.75372886657715,27200,0.0,-0.0012699208693488506,0.38302367417849204,173.5,122316800,0.0,-0.001381406041071509,12.301623513108366,0.00011148517172265837
2025-07-28 00:00:00-04:00,31.2845401763916,61800,0.0,0.01726006339320163,0.4068947504691114,176.75,140023500,0.0,0.018731988472622474,12.550789371423075,-0.0014719250794208438
2025-07-29 00:00:00-04:00,31.14177703857422,40900,0.228,0.002724568163764776,0.41072793111600747,175.50999450683594,154077500,0.0,-0.007015589777448761,12.455722592032558,0.009740157941213537
2025-07-30 00:00:00-04:00,31.683290481567383,19400,0.0,0.01738864941208762,0.4352585845260235,179.27000427246094,174312200,0.0,0.021423337036675427,12.74398907219368,-0.004034687624587807
2025-07-31 00:00:00-04:00,31.614370346069336,22300,0.0,-0.0021752833891461876,0.4321364903679745,177.8699951171875,221685400,0.0,-0.007809500317440987,12.636655385171478,0.0056342169282948
2025-08-01 00:00:00-04:00,30.797182083129883,34400,0.0,-0.025848633200472926,0.39511771953544006,173.72000122070312,204529000,0.0,-0.023331613034284993,12.318490218642758,-0.0025170201661879332
2025-08-04 00:00:00-04:00,32.077117919921875,77500,0.0,0.04156016071006441,0.45309903616879144,180.0,148174600,0.0,0.036150119359707134,12.799955229737785,0.005410041350357275
2025-08-05 00:00:00-04:00,31.762174606323242,89200,0.293,-0.0006840799617164606,0.4521050002357587,178.25999450683594,156407600,0.0,-0.009666697184244843,12.666555241375773,0.008982617222528383
2025-08-06 00:00:00-04:00,32.04035568237305,82000,0.0,0.008758250324410133,0.4648228993251511,179.4199981689453,137192300,0.0,0.006507369560503795,12.755488566950445,0.0022508807639063377
2025-08-07 00:00:00-04:00,32.24898910522461,53900,0.0,0.006511582609126432,0.474361214641847,180.77000427246094,151878400,0.0,0.0075242788835858665,12.858988699108158,-0.0010126962744594348
2025-08-08 00:00:00-04:00,32.75567626953125,53500,0.0,0.015711722393944916,0.4975259687546991,182.6999969482422,123396700,0.0,0.010676509543432466,13.006954324216508,0.005035212850512449
2025-08-11 00:00:00-04:00,32.705997467041016,127700,0.0,-0.0015166471325901432,0.4952547502882081,182.05999755859375,138323200,0.0,-0.0035030071173440813,12.957887863526464,0.001986359984753938
2025-08-12 00:00:00-04:00,32.939998626708984,97600,0.214,0.013697828972176553,0.5157364941274905,183.16000366210938,145485700,0.0,0.006041997793400977,13.04222139119843,0.007655831178775576
2025-08-13 00:00:00-04:00,32.650001525878906,74200,0.0,-0.008803798206443725,0.5023922558990495,181.58999633789062,179871700,0.0,-0.008571780371412707,12.921854553506323,-0.00023201783503101758
2025-08-14 00:00:00-04:00,32.779998779296875,55200,0.0,0.003981538969146214,0.508374089212855,182.02000427246094,129554000,0.0,0.0023680155473442266,12.954821721536891,0.0016135234218019878
2025-08-15 00:00:00-04:00,32.58000183105469,61100,0.0,-0.006101188398106361,0.49917121471974535,180.4499969482422,156254400,0.0,-0.00862546581346435,12.834454883844785,0.0025242774153579894
